usim	TF
01227587893 (1363)	100
01231300021 (1364)	100
01231307489 (1365)	238.0192492
01227587719 (1366)	100
01231307936 (1367)	270.5634884
01231308175 (1368)	188.7431534
01231321658 (1370)	100
01231307963 (1372)	268.8329131
01231315862 (1373)	250.177211
01231308231 (1374)	306.2558443
01231300453 (1375)	195.0256783
01231300431 (1376)	252.1993972
01231316353 (1377)	210.8203827
01231315985 (1378)	282.4767741
01231316368 (1379)	224.0101287
01231300139 (1380)	100
01231321633 (1381)	285.1397614
01231316107 (1382)	259.0457698
01231315918 (1383)	100
01231300012 (1384)	192.7490111
01231315821 (1385)	185.4425555
01231315743 (1386)	100
01231300474 (1387)	100
01231315842 (1388)	238.0192492
01231315810 (1389)	161.7428803
01231315780 (1390)	100
01227587946 (1391)	185.4425555
01227588074 (1392)	187.6302286
01231315987 (1393)	259.3765011
01231308174 (1394)	267.2981986
01231322779 (1395)	144.9796028
01231300250 (1396)	270.5634884
01231308212 (1397)	278.5331935
01231316457 (1398)	304.8704016
01231315897 (1399)	192.3423781
01231321292 (1400)	226.4490826
01227587532 (1401)	100
01231316406 (1402)	198.4251457
01227587880 (1403)	185.4425555
01231322366 (1404)	255.5331769
01231316308 (1406)	267.4852409
01231322950 (1407)	100
01231315968 (1408)	100
01231321615 (1409)	100
01231322805 (1410)	216.881018
01231315902 (1411)	100
01227728160 (1412)	100
01231322651 (1413)	240.0542934
01231321371 (1414)	190.7255785
01231300276 (1415)	100
01231322811 (1417)	252.1293026
01231322544 (1418)	238.2680775
01231307524 (1419)	100
01231322508 (1420)	100
01231322368 (1421)	100
01231306835 (1422)	201.0521955
01231307887 (1424)	100
01231300062 (1425)	100
01227587554 (1426)	100
01231321397 (1427)	305.1724527
01231322877 (1428)	169.1865128
01231316343 (1429)	100
01231316423 (1430)	245.4781531
01231323011 (1431)	292.7172004
01231307629 (1432)	100
01231316447 (1433)	100
01231300511 (1434)	100
01227588065 (1435)	145.5232965
01231322712 (1436)	224.0718316
01231322672 (1437)	270.5634884
01231307723 (1438)	245.4781531
01231307585 (1439)	292.7172004
01231307573 (1440)	288.4737925
01231300256 (1441)	242.0173323
01231307441 (1442)	100
01231307699 (1443)	100
01231307472 (1444)	100
01227587976 (1445)	100
01231300371 (1446)	165.7694358
01231316439 (1447)	271.618752
01231307505 (1448)	303.2754411
01231307947 (1452)	225.3816943
01227713007 (1453)	188.5037169
01231307346 (1454)	206.210097
01231315650 (1455)	169.2326978
01231300009 (1456)	168.3345407
01231321017 (1457)	172.7437385
01231307383 (1458)	197.1801396
01231321525 (1459)	283.5295366
01231322876 (1460)	237.5401385
01231307515 (1461)	213.3199123
01231307554 (1462)	291.9980471
01231322967 (1463)	252.1088046
01227728323 (1464)	233.6566055
01231307506 (1465)	100
01227722260 (1466)	180.774082
01231307564 (1467)	309.7498113
01231308169 (1468)	100
01231322686 (1469)	100
01231315925 (1470)	100
01231315696 (1471)	100
01231322605 (1472)	249.212944
01231322490 (1473)	100
01231322964 (1474)	278.6777048
01231322982 (1475)	100
01227721731 (1476)	195.8974146
01231316003 (1477)	250.177211
01231316002 (1478)	185.4425555
01231308328 (1479)	182.8974973
01231308120 (1480)	221.3778058
01231315664 (1482)	100
01227721304 (1484)	153.1587301
01231322541 (1485)	100
01231322738 (1486)	297.3219859
01231322705 (1487)	285.3997313
01231316307 (1488)	100
01231322965 (1489)	221.8043682
01231316278 (1490)	166.931176
01231321218 (1491)	268.1472033
01231316345 (1492)	226.4576453
01231316387 (1493)	198.5530207
01231307920 (1494)	198.6316687
01231307819 (1495)	244.1783169
01231322963 (1496)	177.6312787
01231322690 (1497)	239.6805401
01231307896 (1498)	266.6881711
01231322305 (1499)	250.7378214
01231322231 (1500)	224.4442141
01231322180 (1501)	100
01231322938 (1502)	100
01231322606 (1503)	211.5697236
01231322654 (1504)	294.1292104
01231307576 (1505)	302.4753946
01231307921 (1506)	305.6470526
01227729214 (1507)	168.8141489
01231322639 (1508)	100
01231321133 (1509)	308.4581467
01231307648 (1510)	100
01231323026 (1511)	227.6796579
01231323025 (1512)	100
01231315624 (1513)	304.8704016
01231307730 (1514)	179.2039319
01231321480 (1515)	276.7729778
01231316409 (1516)	274.203153
01231321384 (1517)	239.1662121
01231316421 (1518)	100
01231316443 (1519)	100
01231322439 (1520)	270.5634884
01231315666 (1521)	251.9703234
01231323005 (1522)	100
01231322848 (1523)	100
01227721394 (1524)	100
01231308006 (1525)	311.3721632
01231308135 (1526)	289.9457378
01231307725 (1527)	276.0035038
01231307604 (1528)	214.5056799
01231315495 (1529)	100
01231307983 (1530)	100
01231308349 (1531)	182.8974973
01227587936 (1532)	237.1363143
01231315976 (1533)	100
01231322378 (1534)	252.0443448
01231315861 (1535)	100
01231322917 (1536)	238.0192492
01231316371 (1537)	202.5704224
01231307513 (1538)	100
01231321634 (1539)	303.0869365
01231308222 (1540)	168.2782119
01231315977 (1541)	250.177211
01231307483 (1542)	100
01227587714 (1543)	259.925689
01227587929 (1544)	187.6302286
01231307715 (1545)	216.0690018
01231321640 (1546)	305.6470526
01231307330 (1547)	326.3184854
01231307736 (1548)	100
01231307973 (1549)	196.7083532
01227587608 (1551)	305.6470526
01231322601 (1552)	100
01227587999 (1553)	249.4727795
01231321498 (1554)	217.4285938
01231321487 (1555)	279.8226558
01231321814 (1556)	287.49267
01231323002 (1557)	192.3423781
01231316391 (1558)	100
01231307967 (1559)	182.8974973
01231316322 (1560)	168.8141489
01231307635 (1561)	281.1407335
01227587902 (1562)	100
01227587934 (1563)	251.334445
01231315874 (1564)	195.2807033
01231307373 (1565)	250.177211
01231307427 (1566)	100
01231307421 (1567)	185.4425555
01227587147 (1568)	292.3509517
01231307690 (1569)	100
01227587827 (1570)	100
01227587062 (1571)	185.4425555
01227587942 (1572)	250.177211
01231315506 (1573)	234.4856525
01231307670 (1574)	100
01231307679 (1576)	100
01231307431 (1577)	253.3920118
01231307659 (1578)	100
01231307274 (1579)	100
01231307466 (1580)	310.0151735
01231307666 (1581)	100
01231307579 (1582)	274.7700665
01231307449 (1583)	232.2928996
01231307609 (1584)	274.2806295
01231307526 (1585)	100
01227587469 (1586)	100
01231307986 (1587)	100
01227587137 (1588)	250.177211
01231307860 (1591)	100
01231307587 (1592)	120.9201233
01231307762 (1593)	100
01227587562 (1594)	185.4425555
01231307671 (1595)	100
01231307948 (1596)	100
01227587384 (1597)	250.177211
01231307990 (1598)	145.9514014
01231307623 (1599)	100
01231307988 (1600)	270.5302457
01231307925 (1601)	238.0192492
01231307914 (1602)	269.966865
01231321554 (1603)	261.9197157
01231307063 (1605)	239.1662121
01231307889 (1607)	100
01231307793 (1608)	100
01231321562 (1609)	225.4168325
01231307915 (1610)	268.8329131
01231321477 (1611)	126.7127561
01231307994 (1612)	280.358443
01231307783 (1613)	100
01231321266 (1614)	164.3361542
01231321428 (1615)	100
01231321467 (1617)	123.1033182
01231321600 (1618)	201.052369
01231321408 (1619)	238.2632654
01231321383 (1620)	280.853966
01227587310 (1621)	161.7428803
01227587472 (1622)	238.0192492
01227587095 (1623)	157.1020711
01227587450 (1624)	233.6566055
01231321850 (1625)	306.2558443
01231321618 (1626)	268.8329131
01231321203 (1627)	224.4442141
01231321002 (1628)	100
01231308126 (1629)	233.6566055
01231307907 (1630)	233.6566055
01231307199 (1631)	157.1020711
01231308053 (1632)	250.177211
01231307987 (1633)	245.4781531
01231307322 (1635)	212.7151069
01231308042 (1638)	185.4425555
01231307452 (1639)	161.7428803
01231307660 (1640)	100
01231307837 (1646)	161.7428803
01231307527 (1647)	260.9036879
01231307698 (1648)	100
01231307504 (1649)	100
01231307541 (1650)	175.4746446
01231307979 (1651)	100
01231307652 (1652)	243.0063584
01231307241 (1653)	224.0718316
01231307461 (1654)	323.4786807
01231307656 (1655)	268.161297
01231307510 (1656)	100
01231308081 (1657)	168.3345407
01231307673 (1658)	259.7221178
01231307345 (1659)	100
01231308166 (1660)	133.7986556
01231307544 (1661)	287.6553159
01231307779 (1662)	207.8768403
01231307702 (1663)	218.199325
01231307815 (1664)	238.7878109
01231308013 (1665)	259.7221178
01231307387 (1666)	100
01231321381 (1667)	229.2490708
01231300279 (1668)	100
01231300284 (1669)	100
01231300248 (1670)	100
01231300447 (1671)	100
01231300512 (1672)	100
01231300201 (1674)	100
01231307546 (1675)	100
01231307487 (1676)	269.9318247
01231307637 (1677)	192.3423781
01231307886 (1678)	259.3765011
01231307206 (1679)	258.983042
01231307668 (1680)	278.6777048
01231307669 (1681)	100
01231307586 (1682)	100
01231307224 (1683)	294.1292104
01231307324 (1684)	176.2549272
01231307661 (1685)	100
01231306848 (1686)	100
01231307625 (1687)	100
01231307459 (1688)	100
01227587557 (1689)	100
01231307968 (1690)	100
01231307361 (1691)	161.418331
01231307507 (1692)	269.966865
01231308023 (1693)	260.4796831
01231307294 (1694)	250.655869
01231307825 (1695)	224.7346789
01231307591 (1697)	281.2583914
01231307575 (1698)	100
01231307944 (1699)	305.9428322
01231307645 (1700)	100
01231307593 (1701)	100
01231307258 (1703)	238.3353154
01231307141 (1704)	209.8784418
01231307545 (1705)	198.105509
01227587579 (1706)	100
01231315723 (1707)	239.6805401
01227587365 (1708)	100
01227500010 (1709)	100
01231314953 (1712)	259.3765011
01231315816 (1713)	100
01227587496 (1714)	168.3345407
01231315832 (1716)	100
01231316001 (1717)	100
01231316031 (1718)	185.4425555
01231316039 (1719)	250.177211
01231316008 (1720)	121.5392744
01231315825 (1721)	153.1053367
01227587452 (1722)	192.3423781
01231321511 (1723)	162.5509044
01227587700 (1725)	100
01231321454 (1726)	100
01231314796 (1727)	100
01231322254 (1730)	100
01231322028 (1731)	100
01231322194 (1732)	100
01231322049 (1733)	100
01231322235 (1734)	100
01231322251 (1735)	100
01231322238 (1736)	100
01231322299 (1737)	100
01231322100 (1738)	100
01231322222 (1739)	100
01231321962 (1740)	100
01231322241 (1741)	100
01231322294 (1742)	100
01231321882 (1743)	100
01231322295 (1744)	100
01231321975 (1745)	100
01231322137 (1746)	100
01231322278 (1747)	100
01231321764 (1748)	100
01231321849 (1749)	100
01231321829 (1750)	100
01231322179 (1751)	158.8967671
01231322264 (1752)	100
01231321957 (1753)	100
01231322191 (1754)	100
01231322258 (1755)	100
01231322187 (1756)	100
01231321958 (1757)	100
01231322291 (1758)	100
01231322124 (1759)	100
01231321807 (1760)	100
01231322250 (1761)	208.5171111
01231322193 (1762)	100
01231321358 (1763)	100
01231322215 (1764)	100
01231322207 (1765)	100
01231322257 (1766)	100
01231322275 (1767)	100
01231322218 (1768)	192.3423781
01231322145 (1769)	198.4251457
01231322271 (1770)	100
01231322230 (1771)	100
01231322184 (1772)	100
01231322204 (1773)	100
01231321949 (1774)	100
01231322073 (1775)	100
01231322113 (1776)	100
01231322283 (1777)	100
01231322057 (1778)	100
01231321233 (1779)	100
01231321834 (1780)	100
01231321591 (1781)	126.5656518
01231321952 (1782)	100
01231322223 (1784)	100
01231321717 (1785)	123.2819342
01231322281 (1786)	100
01231322345 (1787)	100
01231322324 (1788)	100
01231322307 (1789)	100
01231322162 (1790)	100
01231322237 (1791)	100
01231322314 (1792)	100
01231322354 (1793)	100
01231322261 (1794)	100
01231322051 (1795)	100
01231322331 (1796)	100
01231322286 (1797)	100
01231322359 (1798)	100
01231322349 (1799)	100
01231322116 (1800)	100
01231322233 (1801)	100
01231321684 (1802)	133.7986556
01231321948 (1803)	100
01231322308 (1804)	100
01231322178 (1805)	100
01231322123 (1806)	100
01231322208 (1807)	100
01231322156 (1808)	100
01231322181 (1809)	100
01231322176 (1810)	100
01231322246 (1811)	100
01231321465 (1812)	100
01231322287 (1813)	100
01231322367 (1814)	100
01231321936 (1815)	100
01231322262 (1816)	100
01231322339 (1817)	100
01231322376 (1818)	100
01231322135 (1819)	100
01231322022 (1820)	100
01231322328 (1821)	100
01231322276 (1822)	100
01231322377 (1823)	100
01231322146 (1824)	100
01231322126 (1825)	100
01231322374 (1826)	133.7986556
01231322168 (1827)	100
01231322292 (1828)	100
01231321853 (1829)	100
01231321872 (1830)	100
01231322265 (1831)	100
01231321993 (1832)	100
01231322351 (1833)	100
01231322303 (1834)	100
01231322010 (1835)	100
01231322348 (1836)	100
01231322336 (1837)	100
01231321935 (1838)	100
01231322356 (1839)	100
01231322114 (1840)	100
01231321794 (1841)	100
01231322183 (1842)	100
01231321701 (1843)	100
01231322165 (1844)	100
01231322398 (1845)	100
01231322300 (1846)	100
01231321767 (1847)	100
01231322329 (1848)	100
01231322360 (1849)	100
01231322330 (1850)	100
01231322337 (1851)	100
01231322342 (1852)	100
01231322385 (1853)	100
01231322266 (1854)	100
01231322407 (1855)	100
01231322192 (1856)	100
01231322358 (1857)	100
01231322401 (1858)	100
01231322161 (1859)	100
01231322388 (1860)	100
01231321951 (1861)	100
01231322015 (1862)	100
01231322386 (1863)	203.785257
01231322319 (1864)	100
01231322301 (1865)	100
01231322270 (1866)	100
01231322064 (1867)	100
01231322363 (1868)	100
01231322315 (1869)	100
01231322096 (1870)	100
01231322411 (1871)	100
01231322415 (1872)	100
01231322177 (1873)	100
01231322313 (1874)	100
01231322248 (1875)	100
01231322309 (1876)	100
01231322365 (1877)	100
01231322282 (1878)	100
01231322269 (1879)	100
01227587024 (1881)	242.0173323
01231321826 (1883)	100
01231300244 (1885)	100
01231300263 (1886)	100
01231321485 (1887)	100
01231300271 (1888)	301.6632483
01231300261 (1889)	100
01231315776 (1890)	100
01231315256 (1891)	245.4781531
01231315999 (1892)	292.7172004
01227587786 (1893)	100
01231316196 (1894)	100
01231316311 (1895)	216.560319
01231315940 (1896)	227.6796579
01231316155 (1898)	100
01231315632 (1899)	285.1397614
01231316204 (1900)	300.5171236
01231316171 (1901)	223.0137662
01231315838 (1902)	238.0192492
01231315932 (1903)	168.8141489
01231316193 (1904)	100
01231316303 (1905)	100
01231316057 (1907)	100
01231316246 (1908)	266.6252691
01231316270 (1909)	100
01231315912 (1910)	245.4781531
01231321732 (1911)	149.0922138
01231315911 (1913)	100
01231316154 (1914)	285.7863823
01231316206 (1915)	100
01231316298 (1916)	100
01231315984 (1917)	100
01231316228 (1918)	100
01231316274 (1919)	218.8680675
01231316237 (1920)	100
01231316213 (1921)	205.908148
01231316119 (1924)	100
01231316106 (1925)	145.5232965
01231316089 (1926)	100
01231316053 (1927)	100
01231316240 (1928)	100
01231315478 (1929)	100
01231316134 (1930)	100
01231315991 (1931)	269.966865
01231316235 (1932)	100
01231315724 (1933)	224.6280103
01227587791 (1934)	204.2751294
01231315954 (1935)	211.7569827
01231316169 (1936)	187.9299941
01231316009 (1937)	234.0263389
01231316318 (1938)	100
01231316250 (1939)	100
01231315896 (1940)	100
01231315961 (1941)	305.6470526
01231315827 (1942)	100
01231316074 (1943)	208.8688238
01231316313 (1944)	100
01231315768 (1945)	100
01231315884 (1946)	283.6409163
01231316071 (1947)	100
01231316102 (1948)	100
01231316245 (1949)	253.5341335
01231316324 (1950)	100
01231316011 (1951)	100
01231315948 (1952)	238.0192492
01231316314 (1955)	100
01231316040 (1956)	100
01231316231 (1957)	100
01231315243 (1958)	100
01231315908 (1959)	100
01231315906 (1960)	100
01231315990 (1961)	274.7102608
01231316122 (1962)	100
01231315831 (1963)	233.6566055
01231322735 (1964)	100
01231322279 (1965)	100
01231307594 (1966)	100
01231322579 (1967)	100
01227587363 (1968)	100
01231322302 (1969)	100
01231321238 (1970)	100
01231321722 (1971)	100
01231322082 (1972)	100
01231322370 (1977)	100
01231315240 (1978)	100
01231316176 (1979)	175.4746446
01231316254 (1980)	265.392369
01227587385 (1981)	218.8680675
01227587736 (1982)	205.1888556
01227587772 (1983)	294.1292104
01227588014 (1984)	278.6777048
01227727995 (1985)	100
01227587564 (1986)	177.6312787
01231315952 (1987)	100
01227587821 (1988)	100
01231316085 (1989)	259.0457698
01227587674 (1990)	100
01231315748 (1991)	170.3408332
01231307888 (1992)	100
01231308289 (1994)	165.7694358
01231307401 (1995)	100
01231322364 (1996)	100
01231307592 (1997)	100
01231307539 (1998)	100
01231307522 (1999)	100
01231300182 (2001)	100
01227587502 (2002)	301.6632483
01231315376 (2003)	100
01231315860 (2004)	100
01227729717 (2005)	100
01231308170 (2006)	100
01231308041 (2007)	100
01231308068 (2008)	100
01231300602 (2009)	100
01231300379 (2010)	242.0495676
01231321976 (2012)	100
01231322408 (2013)	100
01231322297 (2015)	100
01231322458 (2016)	100
01231322312 (2017)	100
01231322455 (2018)	100
01231322392 (2020)	100
01231321889 (2021)	100
01231322188 (2022)	100
01231322395 (2023)	100
01231322555 (2024)	270.5302457
01231322198 (2025)	100
01231322489 (2026)	100
01231322429 (2027)	100
01231322335 (2029)	100
01231322089 (2030)	100
01231321810 (2032)	100
01231322449 (2034)	100
01231322547 (2036)	100
01231322212 (2037)	100
01231321978 (2038)	100
01231322501 (2039)	100
01231322277 (2040)	100
01231321922 (2042)	100
01231322347 (2043)	100
01231322454 (2044)	100
01231322139 (2046)	100
01231322568 (2048)	100
01231321622 (2049)	100
01231322242 (2051)	100
01231322506 (2052)	100
01231322340 (2053)	100
01231322413 (2054)	100
01231322518 (2055)	100
01231322567 (2056)	100
01231322626 (2058)	100
01231322389 (2060)	100
01231322503 (2061)	100
01231322461 (2062)	100
01231322441 (2063)	100
01231322186 (2064)	100
01231322576 (2065)	100
01231322542 (2066)	100
01231322202 (2067)	100
01231322333 (2068)	100
01231300199 (2069)	100
01231322240 (2071)	100
01231321986 (2072)	100
01231322164 (2073)	100
01231322532 (2074)	100
01231322298 (2075)	100
01231322426 (2076)	100
01231322332 (2077)	100
01231321604 (2078)	100
01231322444 (2079)	100
01231322390 (2080)	100
01231322054 (2081)	100
01231300089 (2082)	100
01231322121 (2083)	100
01231322285 (2084)	100
01231322630 (2085)	100
01231322451 (2086)	100
01231322397 (2088)	100
01231322243 (2089)	100
